model,mode,image,n_gt,n_det25,tp25,fp25
quad_hardened,gray,DT (366).jpg,1,0,0,0
quad_hardened,gray,DT (387).jpg,1,0,0,0
quad_hardened,gray,DT (218).jpg,1,0,0,0
quad_hardened,gray,DT (160).jpg,1,0,0,0
quad_hardened,gray,DT (295).jpg,1,0,0,0
quad_hardened,gray,DT (356).jpg,1,0,0,0
quad_hardened,gray,DT (281).jpg,1,0,0,0
quad_hardened,gray,DT (180).jpg,1,0,0,0
quad_hardened,gray,DT (114).jpg,1,0,0,0
quad_hardened,gray,DT (506).jpg,1,0,0,0
quad_hardened,gray,DT (459).jpg,1,0,0,0
quad_hardened,gray,DT (343).jpg,1,0,0,0
quad_hardened,gray,DT (237).jpg,1,0,0,0
quad_hardened,gray,DT (122).jpg,1,0,0,0
quad_hardened,gray,DT (194).jpg,1,0,0,0
quad_hardened,gray,DT (27).jpg,1,0,0,0
quad_hardened,gray,DT (351).jpg,1,0,0,0
quad_hardened,gray,DT (260).jpg,1,0,0,0
quad_hardened,gray,DT (283).jpg,1,0,0,0
quad_hardened,gray,DT (234).jpg,1,0,0,0
quad_hardened,gray,DT (400).jpg,1,0,0,0
quad_hardened,gray,DT (197).jpg,1,0,0,0
quad_hardened,gray,DT (401).jpg,1,0,0,0
quad_hardened,gray,DT (15).jpg,1,0,0,0
quad_hardened,gray,DT (40).jpg,1,0,0,0
quad_hardened,gray,DT (26).jpg,1,0,0,0
quad_hardened,gray,DT (450).jpg,1,0,0,0
quad_hardened,gray,DT (399).jpg,1,0,0,0
quad_hardened,gray,DT (215).jpg,1,0,0,0
quad_hardened,gray,DT (272).jpg,1,0,0,0
quad_hardened,gray,DT (211).jpg,1,0,0,0
quad_hardened,gray,DT (240).jpg,1,0,0,0
quad_hardened,gray,DT (311).jpg,1,0,0,0
quad_hardened,gray,DT (236).jpg,1,0,0,0
quad_hardened,gray,DT (53).jpg,1,0,0,0
quad_hardened,gray,DT (221).jpg,1,0,0,0
quad_hardened,gray,DT (417).jpg,1,0,0,0
quad_hardened,gray,DT (318).jpg,1,0,0,0
quad_hardened,gray,DT (380).jpg,1,0,0,0
quad_hardened,gray,DT (64).jpg,1,0,0,0
quad_hardened,gray,DT (203).jpg,1,0,0,0
quad_hardened,gray,DT (353).jpg,1,0,0,0
quad_hardened,gray,DT (37).jpg,1,0,0,0
quad_hardened,gray,DT (376).jpg,1,0,0,0
quad_hardened,gray,DT (451).jpg,1,0,0,0
quad_hardened,gray,DT (216).jpg,1,0,0,0
quad_hardened,gray,DT (302).jpg,1,0,0,0
quad_hardened,gray,DT (139).jpg,1,0,0,0
quad_hardened,gray,DT (83).jpg,1,0,0,0
quad_hardened,gray,DT (157).jpg,1,0,0,0
quad_hardened,gray,DT (359).jpg,1,0,0,0
quad_hardened,gray,DT (91).jpg,1,0,0,0
quad_hardened,gray,DT (460).jpg,1,0,0,0
quad_hardened,gray,DT (472).jpg,1,0,0,0
quad_hardened,gray,DT (120).jpg,1,0,0,0
quad_hardened,gray,DT (493).jpg,1,1,0,1
quad_hardened,gray,DT (181).jpg,1,0,0,0
quad_hardened,gray,DT (217).jpg,1,0,0,0
quad_hardened,gray,DT (444).jpg,1,0,0,0
quad_hardened,gray,DT (524).jpg,1,0,0,0
quad_hardened,gray,DT (175).jpg,1,0,0,0
quad_hardened,gray,DT (336).jpg,1,0,0,0
quad_hardened,gray,DT (123).jpg,1,0,0,0
quad_hardened,gray,DT (155).jpg,1,0,0,0
quad_hardened,gray,DT (150).jpg,1,0,0,0
quad_hardened,gray,DT (411).jpg,1,0,0,0
quad_hardened,gray,DT (268).jpg,1,0,0,0
quad_hardened,gray,DT (448).jpg,1,0,0,0
quad_hardened,gray,DT (273).jpg,1,0,0,0
quad_hardened,gray,DT (45).jpg,1,0,0,0
quad_hardened,gray,DT (10).jpg,1,0,0,0
quad_hardened,gray,DT (143).jpg,1,0,0,0
quad_hardened,gray,DT (525).jpg,1,0,0,0
quad_hardened,gray,DT (124).jpg,1,0,0,0
quad_hardened,gray,DT (269).jpg,1,0,0,0
quad_hardened,gray,DT (62).jpg,1,0,0,0
quad_hardened,gray,DT (329).jpg,1,0,0,0
quad_hardened,gray,DT (44).jpg,1,0,0,0
quad_hardened,gray,DT (69).jpg,1,0,0,0
quad_hardened,gray,DT (277).jpg,1,0,0,0
quad_hardened,gray,DT (507).jpg,1,0,0,0
quad_hardened,gray,DT (294).jpg,1,0,0,0
quad_hardened,gray,DT (301).jpg,1,0,0,0
quad_hardened,gray,DT (458).jpg,1,0,0,0
quad_hardened,gray,DT (439).jpg,1,0,0,0
quad_hardened,gray,DT (496).jpg,1,1,0,1
quad_hardened,gray,DT (406).jpg,1,0,0,0
quad_hardened,gray,DT (314).jpg,1,0,0,0
quad_hardened,gray,DT (251).jpg,1,0,0,0
quad_hardened,gray,DT (285).jpg,1,0,0,0
quad_hardened,gray,DT (397).jpg,1,0,0,0
quad_hardened,gray,DT (504).jpg,1,0,0,0
quad_hardened,gray,DT (111).jpg,1,0,0,0
quad_hardened,gray,DT (491).jpg,1,0,0,0
quad_hardened,gray,DT (112).jpg,1,0,0,0
quad_hardened,gray,DT (433).jpg,1,0,0,0
quad_hardened,gray,DT (192).jpg,1,0,0,0
quad_hardened,gray,DT (299).jpg,1,0,0,0
quad_hardened,gray,DT (138).jpg,1,0,0,0
quad_hardened,gray,DT (363).jpg,1,0,0,0
quad_hardened,gray,DT (213).jpg,1,0,0,0
quad_hardened,gray,DT (322).jpg,1,0,0,0
quad_hardened,gray,DT (66).jpg,1,0,0,0
quad_hardened,gray,DT (410).jpg,1,0,0,0
quad_hardened,gray,DT (235).jpg,1,0,0,0
quad_hardened,gray,DT (205).jpg,1,0,0,0
quad_hardened,gray,DT (59).jpg,1,0,0,0
quad_hardened,gray,DT (288).jpg,1,0,0,0
quad_hardened,gray,DT (377).jpg,1,0,0,0
quad_hardened,gray,DT (28).jpg,1,0,0,0
quad_hardened,gray,DT (224).jpg,1,0,0,0
quad_hardened,gray,DT (92).jpg,1,0,0,0
quad_hardened,gray,DT (247).jpg,1,0,0,0
quad_hardened,gray,DT (198).jpg,1,0,0,0
quad_hardened,gray,DT (119).jpg,1,0,0,0
quad_hardened,gray,DT (421).jpg,1,0,0,0
quad_hardened,gray,DT (513).jpg,1,0,0,0
quad_hardened,gray,DT (441).jpg,1,0,0,0
quad_hardened,gray,DT (405).jpg,1,0,0,0
quad_hardened,gray,DT (333).jpg,1,0,0,0
quad_hardened,gray,DT (335).jpg,1,0,0,0
quad_hardened,gray,DT (78).jpg,1,0,0,0
quad_hardened,gray,DT (33).jpg,1,0,0,0
quad_hardened,gray,DT (292).jpg,1,0,0,0
quad_hardened,gray,DT (435).jpg,1,0,0,0
quad_hardened,gray,DT (490).jpg,1,0,0,0
quad_hardened,gray,DT (230).jpg,1,0,0,0
quad_hardened,gray,DT (338).jpg,1,0,0,0
quad_hardened,gray,DT (266).jpg,1,0,0,0
quad_hardened,gray,DT (357).jpg,1,0,0,0
quad_hardened,gray,DT (305).jpg,1,0,0,0
quad_hardened,gray,DT (31).jpg,1,1,0,1
quad_hardened,gray,DT (99).jpg,1,0,0,0
quad_hardened,gray,DT (398).jpg,1,0,0,0
quad_hardened,gray,DT (432).jpg,1,0,0,0
quad_hardened,gray,DT (176).jpg,1,0,0,0
quad_hardened,gray,DT (347).jpg,1,0,0,0
quad_hardened,gray,DT (133).jpg,1,0,0,0
quad_hardened,gray,DT (388).jpg,1,0,0,0
quad_hardened,gray,DT (100).jpg,1,0,0,0
quad_hardened,gray,DT (418).jpg,1,0,0,0
quad_hardened,gray,DT (518).jpg,1,0,0,0
quad_hardened,gray,DT (147).jpg,1,0,0,0
quad_hardened,gray,DT (462).jpg,1,0,0,0
quad_hardened,gray,DT (222).jpg,1,0,0,0
quad_hardened,gray,DT (483).jpg,1,0,0,0
quad_hardened,gray,DT (2).jpg,1,0,0,0
quad_hardened,gray,DT (204).jpg,1,0,0,0
quad_hardened,gray,DT (479).jpg,1,0,0,0
quad_hardened,gray,DT (275).jpg,1,0,0,0
quad_hardened,gray,DT (257).jpg,1,0,0,0
quad_hardened,gray,DT (494).jpg,1,0,0,0
quad_hardened,gray,DT (183).jpg,1,0,0,0
quad_hardened,gray,DT (298).jpg,1,0,0,0
quad_hardened,gray,DT (9).jpg,1,0,0,0
quad_hardened,gray,DT (89).jpg,1,0,0,0
quad_hardened,gray,DT (146).jpg,1,0,0,0
quad_hardened,gray,DT (466).jpg,1,0,0,0
quad_hardened,gray,DT (108).jpg,1,0,0,0
quad_hardened,gray,DT (102).jpg,1,0,0,0
quad_hardened,gray,DT (423).jpg,1,0,0,0
quad_hardened,gray,DT (134).jpg,1,0,0,0
quad_hardened,gray,DT (372).jpg,1,0,0,0
quad_hardened,gray,DT (179).jpg,1,0,0,0
quad_hardened,gray,DT (248).jpg,1,0,0,0
quad_hardened,gray,DT (282).jpg,1,0,0,0
quad_hardened,gray,DT (374).jpg,1,0,0,0
quad_hardened,gray,DT (250).jpg,1,0,0,0
quad_hardened,gray,DT (13).jpg,1,0,0,0
quad_hardened,gray,DT (158).jpg,1,0,0,0
quad_hardened,gray,DT (369).jpg,1,0,0,0
quad_hardened,gray,DT (202).jpg,1,0,0,0
quad_hardened,gray,DT (162).jpg,1,0,0,0
quad_hardened,gray,DT (103).jpg,1,0,0,0
quad_hardened,gray,DT (379).jpg,1,0,0,0
quad_hardened,gray,DT (243).jpg,1,0,0,0
quad_hardened,gray,DT (190).jpg,1,0,0,0
quad_hardened,gray,DT (208).jpg,1,0,0,0
quad_hardened,gray,DT (323).jpg,1,0,0,0
quad_hardened,gray,DT (403).jpg,1,0,0,0
quad_hardened,gray,DT (259).jpg,1,0,0,0
quad_hardened,gray,DT (163).jpg,1,0,0,0
quad_hardened,gray,DT (169).jpg,1,0,0,0
quad_hardened,gray,DT (76).jpg,1,0,0,0
quad_hardened,gray,DT (51).jpg,1,0,0,0
quad_hardened,gray,DT (239).jpg,1,0,0,0
quad_hardened,gray,DT (126).jpg,1,0,0,0
quad_hardened,gray,DT (391).jpg,1,0,0,0
quad_hardened,gray,DT (121).jpg,1,0,0,0
quad_hardened,gray,DT (24).jpg,1,0,0,0
quad_hardened,gray,DT (313).jpg,1,0,0,0
quad_hardened,gray,BT (112).jpg,0,0,0,0
quad_hardened,gray,BT (177).jpg,0,0,0,0
quad_hardened,gray,BT (192).jpg,0,0,0,0
quad_hardened,gray,BT (21).jpg,0,0,0,0
quad_hardened,gray,BT (266).jpg,0,0,0,0
quad_hardened,gray,BT (77).jpg,0,0,0,0
quad_hardened,gray,BT (222).jpg,0,1,0,1
quad_hardened,gray,BT (175).jpg,0,0,0,0
quad_hardened,gray,BT (40).jpg,0,0,0,0
quad_hardened,gray,BT (308).jpg,0,0,0,0
quad_hardened,gray,BT (299).jpg,0,0,0,0
quad_hardened,gray,BT (11).jpg,0,0,0,0
quad_hardened,gray,BT (102).jpg,0,0,0,0
quad_hardened,gray,BT (190).jpg,0,0,0,0
quad_hardened,gray,BT (99).jpg,0,0,0,0
quad_hardened,gray,BT (53).jpg,0,0,0,0
quad_hardened,gray,BT (139).jpg,0,0,0,0
quad_hardened,gray,BT (81).jpg,0,0,0,0
quad_hardened,gray,BT (101).jpg,0,0,0,0
quad_hardened,gray,BT (93).jpg,0,0,0,0
quad_hardened,gray,BT (64).jpg,0,0,0,0
quad_hardened,gray,BT (82).jpg,0,0,0,0
quad_hardened,gray,BT (106).jpg,0,0,0,0
quad_hardened,gray,BT (45).jpg,0,0,0,0
quad_hardened,gray,BT (20).jpg,0,0,0,0
quad_hardened,gray,BT (191).jpg,0,0,0,0
quad_hardened,gray,BT (271).jpg,0,0,0,0
quad_hardened,gray,BT (144).jpg,0,0,0,0
quad_hardened,gray,BT (297).jpg,0,0,0,0
quad_hardened,gray,BT (357).jpg,0,0,0,0
quad_hardened,gray,BT (160).jpg,0,0,0,0
quad_hardened,gray,BT (41).jpg,0,0,0,0
quad_hardened,gray,BT (87).jpg,0,0,0,0
quad_hardened,gray,BT (290).jpg,0,0,0,0
quad_hardened,gray,BT (256).jpg,0,0,0,0
quad_hardened,gray,BT (37).jpg,0,0,0,0
quad_hardened,gray,BT (165).jpg,0,0,0,0
quad_hardened,gray,BT (321).jpg,0,0,0,0
quad_hardened,gray,BT (143).jpg,0,0,0,0
quad_hardened,gray,BT (294).jpg,0,0,0,0
quad_hardened,gray,BT (3).jpg,0,0,0,0
quad_hardened,gray,BT (27).jpg,0,0,0,0
quad_hardened,gray,BT (137).jpg,0,0,0,0
quad_hardened,gray,BT (348).jpg,0,0,0,0
quad_hardened,gray,BT (298).jpg,0,0,0,0
quad_hardened,gray,BT (72).jpg,0,0,0,0
quad_hardened,gray,BT (231).jpg,0,0,0,0
quad_hardened,gray,BT (79).jpg,0,0,0,0
quad_hardened,gray,BT (293).jpg,0,0,0,0
quad_hardened,gray,BT (284).jpg,0,0,0,0
quad_hardened,gray,BT (225).jpg,0,0,0,0
quad_hardened,gray,BT (334).jpg,0,0,0,0
quad_hardened,gray,BT (161).jpg,0,0,0,0
quad_hardened,gray,BT (286).jpg,0,0,0,0
quad_hardened,gray,BT (170).jpg,0,0,0,0
quad_hardened,gray,BT (218).jpg,0,0,0,0
quad_hardened,gray,BT (344).jpg,0,0,0,0
quad_hardened,gray,BT (282).jpg,0,0,0,0
quad_hardened,gray,BT (86).jpg,0,0,0,0
quad_hardened,gray,BT (233).jpg,0,0,0,0
quad_hardened,gray,BT (107).jpg,0,0,0,0
quad_hardened,gray,BT (341).jpg,0,0,0,0
quad_hardened,gray,BT (13).jpg,0,0,0,0
quad_hardened,gray,BT (322).jpg,0,0,0,0
quad_hardened,gray,BT (244).jpg,0,0,0,0
quad_hardened,gray,BT (25).jpg,0,0,0,0
quad_hardened,gray,BT (123).jpg,0,0,0,0
quad_hardened,gray,BT (211).jpg,0,0,0,0
quad_hardened,gray,BT (207).jpg,0,0,0,0
quad_hardened,gray,BT (178).jpg,0,0,0,0
quad_hardened,gray,BT (33).jpg,0,0,0,0
quad_hardened,gray,BT (188).jpg,0,0,0,0
quad_hardened,gray,BT (217).jpg,0,0,0,0
quad_hardened,gray,BT (154).jpg,0,0,0,0
quad_hardened,gray,BT (32).jpg,0,0,0,0
quad_hardened,gray,BT (260).jpg,0,0,0,0
quad_hardened,gray,BT (88).jpg,0,0,0,0
quad_hardened,gray,BT (242).jpg,0,0,0,0
quad_hardened,gray,BT (350).jpg,0,0,0,0
quad_hardened,gray,BT (97).jpg,0,0,0,0
quad_hardened,gray,BT (36).jpg,0,0,0,0
quad_hardened,gray,BT (52).jpg,0,0,0,0
quad_hardened,gray,BT (119).jpg,0,0,0,0
quad_hardened,gray,BT (70).jpg,0,0,0,0
quad_hardened,gray,BT (193).jpg,0,0,0,0
quad_hardened,gray,BT (85).jpg,0,0,0,0
quad_hardened,gray,BT (356).jpg,0,0,0,0
quad_hardened,gray,BT (228).jpg,0,0,0,0
quad_hardened,gray,BT (24).jpg,0,0,0,0
quad_hardened,gray,BT (249).jpg,0,0,0,0
quad_hardened,gray,BT (354).jpg,0,0,0,0
quad_hardened,gray,BT (163).jpg,0,0,0,0
quad_hardened,gray,BT (111).jpg,0,0,0,0
quad_hardened,gray,BT (130).jpg,0,0,0,0
quad_hardened,gray,BT (110).jpg,0,0,0,0
quad_hardened,gray,BT (312).jpg,0,0,0,0
quad_hardened,gray,BT (304).jpg,0,0,0,0
quad_hardened,gray,BT (224).jpg,0,0,0,0
quad_hardened,gray,BT (317).jpg,0,0,0,0
quad_hardened,gray,BT (2).jpg,0,0,0,0
quad_hardened,gray,BT (90).jpg,0,0,0,0
quad_hardened,gray,BT (200).jpg,0,0,0,0
quad_hardened,gray,BT (39).jpg,0,0,0,0
quad_hardened,gray,BT (29).jpg,0,0,0,0
quad_hardened,gray,BT (323).jpg,0,0,0,0
quad_hardened,gray,BT (274).jpg,0,0,0,0
quad_hardened,gray,BT (262).jpg,0,0,0,0
quad_hardened,gray,BT (142).jpg,0,0,0,0
quad_hardened,gray,BT (246).jpg,0,0,0,0
quad_hardened,gray,BT (351).jpg,0,0,0,0
quad_hardened,gray,BT (204).jpg,0,0,0,0
quad_hardened,gray,BT (223).jpg,0,0,0,0
quad_hardened,gray,BT (227).jpg,0,0,0,0
quad_hardened,gray,BT (345).jpg,0,0,0,0
quad_hardened,gray,BT (89).jpg,0,0,0,0
quad_hardened,gray,BT (324).jpg,0,0,0,0
quad_hardened,gray,BT (6).jpg,0,0,0,0
quad_hardened,gray,BT (172).jpg,0,0,0,0
quad_hardened,gray,BT (212).jpg,0,0,0,0
quad_hardened,gray,BT (148).jpg,0,0,0,0
quad_hardened,gray,BT (240).jpg,0,0,0,0
quad_hardened,gray,BT (358).jpg,0,0,0,0
quad_hardened,gray,BT (205).jpg,0,0,0,0
quad_hardened,gray,BT (285).jpg,0,0,0,0
quad_hardened,gray,BT (245).jpg,0,0,0,0
quad_hardened,gray,BT (162).jpg,0,0,0,0
quad_hardened,gray,BT (329).jpg,0,0,0,0
quad_hardened,gray,BT (220).jpg,0,0,0,0
quad_hardened,gray,BT (328).jpg,0,0,0,0
quad_hardened,gray,BT (267).jpg,0,0,0,0
quad_hardened,gray,BT (335).jpg,0,0,0,0
quad_hardened,gray,BT (19).jpg,0,0,0,0
quad_hardened,gray,BT (103).jpg,0,0,0,0
quad_hardened,gray,BT (247).jpg,0,0,0,0
quad_hardened,gray,BT (327).jpg,0,0,0,0
quad_hardened,gray,BT (8).jpg,0,0,0,0
quad_hardened,gray,BT (185).jpg,0,0,0,0
quad_hardened,gray,BT (241).jpg,0,0,0,0
quad_hardened,gray,BT (255).jpg,0,0,0,0
quad_hardened,gray,BT (153).jpg,0,0,0,0
quad_hardened,gray,BT (96).jpg,0,0,0,0
quad_hardened,gray,BT (58).jpg,0,0,0,0
quad_hardened,gray,BT (171).jpg,0,0,0,0
quad_hardened,gray,BT (150).jpg,0,0,0,0
quad_hardened,gray,BT (128).jpg,0,0,0,0
quad_hardened,gray,BT (30).jpg,0,0,0,0
quad_hardened,gray,BT (336).jpg,0,0,0,0
quad_hardened,gray,BT (135).jpg,0,0,0,0
quad_hardened,gray,BT (301).jpg,0,0,0,0
quad_hardened,gray,BT (71).jpg,0,0,0,0
quad_rebal,color,DT (165).jpg,1,0,0,0
quad_rebal,color,DT (19).jpg,1,0,0,0
quad_rebal,color,DT (526).jpg,1,0,0,0
quad_rebal,color,DT (151).jpg,1,0,0,0
quad_rebal,color,DT (276).jpg,1,1,0,1
quad_rebal,color,DT (528).jpg,1,0,0,0
quad_rebal,color,DT (22).jpg,1,0,0,0
quad_rebal,color,DT (56).jpg,1,0,0,0
quad_rebal,color,DT (229).jpg,1,0,0,0
quad_rebal,color,DT (366).jpg,1,0,0,0
quad_rebal,color,DT (387).jpg,1,0,0,0
quad_rebal,color,DT (218).jpg,1,0,0,0
quad_rebal,color,DT (160).jpg,1,1,0,1
quad_rebal,color,DT (295).jpg,1,1,0,1
quad_rebal,color,DT (356).jpg,1,0,0,0
quad_rebal,color,DT (281).jpg,1,1,0,1
quad_rebal,color,DT (180).jpg,1,1,0,1
quad_rebal,color,DT (114).jpg,1,0,0,0
quad_rebal,color,DT (506).jpg,1,2,0,2
quad_rebal,color,DT (459).jpg,1,0,0,0
quad_rebal,color,DT (343).jpg,1,1,0,1
quad_rebal,color,DT (237).jpg,1,0,0,0
quad_rebal,color,DT (122).jpg,1,0,0,0
quad_rebal,color,DT (194).jpg,1,1,0,1
quad_rebal,color,DT (27).jpg,1,0,0,0
quad_rebal,color,DT (351).jpg,1,0,0,0
quad_rebal,color,DT (260).jpg,1,0,0,0
quad_rebal,color,DT (283).jpg,1,1,0,1
quad_rebal,color,DT (234).jpg,1,0,0,0
quad_rebal,color,DT (400).jpg,1,0,0,0
quad_rebal,color,DT (197).jpg,1,1,0,1
quad_rebal,color,DT (401).jpg,1,0,0,0
quad_rebal,color,DT (15).jpg,1,0,0,0
quad_rebal,color,DT (40).jpg,1,0,0,0
quad_rebal,color,DT (26).jpg,1,0,0,0
quad_rebal,color,DT (450).jpg,1,0,0,0
quad_rebal,color,DT (399).jpg,1,0,0,0
quad_rebal,color,DT (215).jpg,1,0,0,0
quad_rebal,color,DT (272).jpg,1,1,0,1
quad_rebal,color,DT (211).jpg,1,0,0,0
quad_rebal,color,DT (240).jpg,1,0,0,0
quad_rebal,color,DT (311).jpg,1,0,0,0
quad_rebal,color,DT (236).jpg,1,0,0,0
quad_rebal,color,DT (53).jpg,1,0,0,0
quad_rebal,color,DT (221).jpg,1,0,0,0
quad_rebal,color,DT (417).jpg,1,0,0,0
quad_rebal,color,DT (318).jpg,1,1,0,1
quad_rebal,color,DT (380).jpg,1,0,0,0
quad_rebal,color,DT (64).jpg,1,0,0,0
quad_rebal,color,DT (203).jpg,1,1,0,1
quad_rebal,color,DT (353).jpg,1,0,0,0
quad_rebal,color,DT (37).jpg,1,0,0,0
quad_rebal,color,DT (376).jpg,1,0,0,0
quad_rebal,color,DT (451).jpg,1,0,0,0
quad_rebal,color,DT (216).jpg,1,0,0,0
quad_rebal,color,DT (302).jpg,1,1,0,1
quad_rebal,color,DT (139).jpg,1,0,0,0
quad_rebal,color,DT (83).jpg,1,0,0,0
quad_rebal,color,DT (157).jpg,1,0,0,0
quad_rebal,color,DT (359).jpg,1,0,0,0
quad_rebal,color,DT (91).jpg,1,0,0,0
quad_rebal,color,DT (460).jpg,1,0,0,0
quad_rebal,color,DT (472).jpg,1,0,0,0
quad_rebal,color,DT (120).jpg,1,0,0,0
quad_rebal,color,DT (493).jpg,1,1,0,1
quad_rebal,color,DT (181).jpg,1,1,0,1
quad_rebal,color,DT (217).jpg,1,0,0,0
quad_rebal,color,DT (444).jpg,1,0,0,0
quad_rebal,color,DT (524).jpg,1,0,0,0
quad_rebal,color,DT (175).jpg,1,1,0,1
quad_rebal,color,DT (336).jpg,1,0,0,0
quad_rebal,color,DT (123).jpg,1,0,0,0
quad_rebal,color,DT (155).jpg,1,0,0,0
quad_rebal,color,DT (150).jpg,1,0,0,0
quad_rebal,color,DT (411).jpg,1,0,0,0
quad_rebal,color,DT (268).jpg,1,0,0,0
quad_rebal,color,DT (448).jpg,1,0,0,0
quad_rebal,color,DT (273).jpg,1,1,0,1
quad_rebal,color,DT (45).jpg,1,0,0,0
quad_rebal,color,DT (10).jpg,1,0,0,0
quad_rebal,color,DT (143).jpg,1,0,0,0
quad_rebal,color,DT (525).jpg,1,0,0,0
quad_rebal,color,DT (124).jpg,1,0,0,0
quad_rebal,color,DT (269).jpg,1,0,0,0
quad_rebal,color,DT (62).jpg,1,0,0,0
quad_rebal,color,DT (329).jpg,1,1,0,1
quad_rebal,color,DT (44).jpg,1,0,0,0
quad_rebal,color,DT (69).jpg,1,0,0,0
quad_rebal,color,DT (277).jpg,1,1,0,1
quad_rebal,color,DT (507).jpg,1,2,0,2
quad_rebal,color,DT (294).jpg,1,0,0,0
quad_rebal,color,DT (301).jpg,1,1,0,1
quad_rebal,color,DT (458).jpg,1,0,0,0
quad_rebal,color,DT (439).jpg,1,0,0,0
quad_rebal,color,DT (496).jpg,1,1,0,1
quad_rebal,color,DT (406).jpg,1,0,0,0
quad_rebal,color,DT (314).jpg,1,0,0,0
quad_rebal,color,DT (251).jpg,1,0,0,0
quad_rebal,color,DT (285).jpg,1,1,0,1
quad_rebal,color,DT (397).jpg,1,0,0,0
quad_rebal,color,DT (504).jpg,1,1,0,1
quad_rebal,color,DT (111).jpg,1,0,0,0
quad_rebal,color,DT (491).jpg,1,0,0,0
quad_rebal,color,DT (112).jpg,1,0,0,0
quad_rebal,color,DT (433).jpg,1,0,0,0
quad_rebal,color,DT (192).jpg,1,1,0,1
quad_rebal,color,DT (299).jpg,1,1,0,1
quad_rebal,color,DT (138).jpg,1,0,0,0
quad_rebal,color,DT (363).jpg,1,0,0,0
quad_rebal,color,DT (213).jpg,1,0,0,0
quad_rebal,color,DT (322).jpg,1,0,0,0
quad_rebal,color,DT (66).jpg,1,0,0,0
quad_rebal,color,DT (410).jpg,1,0,0,0
quad_rebal,color,DT (235).jpg,1,0,0,0
quad_rebal,color,DT (205).jpg,1,1,0,1
quad_rebal,color,DT (59).jpg,1,0,0,0
quad_rebal,color,DT (288).jpg,1,0,0,0
quad_rebal,color,DT (377).jpg,1,0,0,0
quad_rebal,color,DT (28).jpg,1,0,0,0
quad_rebal,color,DT (224).jpg,1,0,0,0
quad_rebal,color,DT (92).jpg,1,0,0,0
quad_rebal,color,DT (247).jpg,1,0,0,0
quad_rebal,color,DT (198).jpg,1,1,0,1
quad_rebal,color,DT (119).jpg,1,0,0,0
quad_rebal,color,DT (421).jpg,1,0,0,0
quad_rebal,color,DT (513).jpg,1,0,0,0
quad_rebal,color,DT (441).jpg,1,0,0,0
quad_rebal,color,DT (405).jpg,1,0,0,0
quad_rebal,color,DT (333).jpg,1,1,0,1
quad_rebal,color,DT (335).jpg,1,1,0,1
quad_rebal,color,DT (78).jpg,1,0,0,0
quad_rebal,color,DT (33).jpg,1,0,0,0
quad_rebal,color,DT (292).jpg,1,0,0,0
quad_rebal,color,DT (435).jpg,1,0,0,0
quad_rebal,color,DT (490).jpg,1,0,0,0
quad_rebal,color,DT (230).jpg,1,0,0,0
quad_rebal,color,DT (338).jpg,1,1,0,1
quad_rebal,color,DT (266).jpg,1,0,0,0
quad_rebal,color,DT (357).jpg,1,0,0,0
quad_rebal,color,DT (305).jpg,1,0,0,0
quad_rebal,color,DT (31).jpg,1,0,0,0
quad_rebal,color,DT (99).jpg,1,0,0,0
quad_rebal,color,DT (398).jpg,1,0,0,0
quad_rebal,color,DT (432).jpg,1,0,0,0
quad_rebal,color,DT (176).jpg,1,1,0,1
quad_rebal,color,DT (347).jpg,1,1,0,1
quad_rebal,color,DT (133).jpg,1,0,0,0
quad_rebal,color,DT (388).jpg,1,0,0,0
quad_rebal,color,DT (100).jpg,1,0,0,0
quad_rebal,color,DT (418).jpg,1,0,0,0
quad_rebal,color,DT (518).jpg,1,0,0,0
quad_rebal,color,DT (147).jpg,1,0,0,0
quad_rebal,color,DT (462).jpg,1,0,0,0
quad_rebal,color,DT (222).jpg,1,0,0,0
quad_rebal,color,DT (483).jpg,1,0,0,0
quad_rebal,color,DT (2).jpg,1,0,0,0
quad_rebal,color,DT (204).jpg,1,1,0,1
quad_rebal,color,DT (479).jpg,1,0,0,0
quad_rebal,color,DT (275).jpg,1,0,0,0
quad_rebal,color,DT (257).jpg,1,0,0,0
quad_rebal,color,DT (494).jpg,1,1,0,1
quad_rebal,color,DT (183).jpg,1,1,0,1
quad_rebal,color,DT (298).jpg,1,1,0,1
quad_rebal,color,DT (9).jpg,1,0,0,0
quad_rebal,color,DT (89).jpg,1,0,0,0
quad_rebal,color,DT (146).jpg,1,0,0,0
quad_rebal,color,DT (466).jpg,1,0,0,0
quad_rebal,color,DT (108).jpg,1,0,0,0
quad_rebal,color,DT (102).jpg,1,0,0,0
quad_rebal,color,DT (423).jpg,1,1,0,1
quad_rebal,color,DT (134).jpg,1,0,0,0
quad_rebal,color,DT (372).jpg,1,0,0,0
quad_rebal,color,DT (179).jpg,1,1,0,1
quad_rebal,color,DT (248).jpg,1,0,0,0
quad_rebal,color,DT (282).jpg,1,1,0,1
quad_rebal,color,DT (374).jpg,1,0,0,0
quad_rebal,color,DT (250).jpg,1,0,0,0
quad_rebal,color,DT (13).jpg,1,0,0,0
quad_rebal,color,DT (158).jpg,1,0,0,0
quad_rebal,color,DT (369).jpg,1,0,0,0
quad_rebal,color,DT (202).jpg,1,1,0,1
quad_rebal,color,DT (162).jpg,1,0,0,0
quad_rebal,color,DT (103).jpg,1,0,0,0
